epoch,train_loss,train_rmse,train_mae,val_loss,val_rmse,val_mae
82,0.10771006762056287,0.32819211996031034,0.24480002100874737,0.41682798521859304,0.6456221690885413,0.4782701986176627
83,0.10475311352315869,0.32365585659252105,0.24092723947935252,0.48116774218423025,0.6936625564236766,0.522999393088477
84,0.11980136047776152,0.3461233312870448,0.26427095850925486,0.4335729990686689,0.6584626026348565,0.4828160149710519
85,0.11996035368704214,0.3463529322389548,0.26014788306737424,0.3779233992099762,0.6147547472040994,0.4646834560803005
86,0.12043369292155602,0.3470355785642085,0.25533182182227426,0.447243515934263,0.6687626753447466,0.507299040045057
87,0.11515956654516926,0.3393516855890493,0.25570184851432853,0.41868867192949566,0.6470615673407714,0.4920914684023176
88,0.12627988855484584,0.3553588166274278,0.2699642022803195,0.43603325741631643,0.6603281437409104,0.4939249243055071
89,0.12614344889731735,0.35516679025116826,0.2672616790509277,0.43117936168398174,0.6566424915309561,0.49588392887796673
90,0.1500270815025148,0.38733329506960085,0.29147811977403393,0.41940243329320637,0.647612873013814,0.48238377485956463
91,0.1326767196279936,0.3642481565662523,0.27647154769982046,0.4612496495246887,0.6791536273367674,0.5169817677565983
92,0.11657178765389978,0.341426108532753,0.25972589473766655,0.3986747477735792,0.6314069589207734,0.4905358510357993
93,0.10649398190615711,0.32633415676744115,0.2506992682120752,0.4506535955837795,0.6713073778708077,0.49777392404420034
94,0.12187028130280998,0.34909924275848825,0.26301637100274705,0.4624822906085423,0.680060505108584,0.5120454600879124
95,0.10749260536054285,0.32786064930171605,0.2476276828021538,0.3919163686888559,0.6260322425313698,0.4721801153251103
96,0.10885299097936592,0.32992876652296615,0.2444803975109515,0.48107437576566425,0.6935952535633907,0.5198673350470406
97,0.11231732646007496,0.3351377723564966,0.2497481434149647,0.43766319325992037,0.6615611787733017,0.4922301641532353
98,0.13761522619264352,0.3709652627843253,0.28343106472571516,0.4565510409218924,0.6756856080470357,0.5059538398470197
99,0.13057395269032857,0.36135018012145564,0.2631189262787677,0.4895519869668143,0.6996799175100099,0.5329031092779977
100,0.1293613730440383,0.35966842097136953,0.2772928862243957,0.4574508454118456,0.6763511258302493,0.5148255271571023
101,0.10354480419943972,0.3217837848352828,0.24296650759661012,0.4370772625718798,0.6611181910762097,0.5089209462915149
102,0.10761358775611463,0.3280451001861095,0.24388974812501285,0.45029525245938984,0.6710404253540839,0.5109158158302307
103,0.09892489622344992,0.3145232840720221,0.2325353734773437,0.4338805249759129,0.6586960793688641,0.48991596698760986
104,0.09220931898728178,0.3036598737423192,0.23021754377961423,0.4221417989049639,0.6497244022698885,0.483650199004582
105,0.11796998676994687,0.34346759197471105,0.26122012608860123,0.41416639941079275,0.6435576115708622,0.48862840448107037
106,0.11748195104218376,0.34275640189817574,0.2579555997827365,0.4182994195393154,0.6467607127364149,0.4835062878472464
107,0.13642874778456937,0.36936262369173106,0.27710049267354403,0.4302949735096523,0.6559687290638574,0.5023473075457981
108,0.10902294075475828,0.33018622130282504,0.2502245826361713,0.4308242201805115,0.6563720135567265,0.5021088591643742
109,0.11358357614067335,0.33702162560309573,0.24404159987845073,0.4407218524387905,0.6638688518365585,0.5004191739218575
110,0.08772010073693523,0.29617579363772323,0.22314243147484214,0.4616738557815552,0.6794658606446354,0.5080606171063015
111,0.092722098671412,0.30450303557011055,0.22596447060747846,0.46779684509549824,0.6839567567438004,0.5200537272862026
112,0.11286321764774702,0.33595121319582555,0.25431925388767557,0.44739666155406405,0.6688771647724745,0.5159631541797093
113,0.0936094988674388,0.30595669437748624,0.23571644984433499,0.4331467066492353,0.6581388201961919,0.5005286080496651
114,0.08754607261945298,0.29588185584697985,0.22040959538483038,0.5514282158442906,0.742582127339657,0.5668824315071106
115,0.10876185164483318,0.32979061768442125,0.2537478803266707,0.45066994428634644,0.6713195545240332,0.5125933715275356
